代號,總成本,總損益(淨),獲利次數,損失次數,總交易次數,勝率%,平均報酬,平均持倉時間(日)
6776,245,1305,1,0,1,100.0,0.0321,136.0
2211,0,0,0,0,0,0.0,,
6768,0,0,0,0,0,0.0,,
3357,1602,-23682,1,4,5,20.0,-0.06048,38.0
6741,1705,-26205,0,2,2,0.0,-0.08560000000000001,24.5
2250,672,16328,1,0,1,100.0,0.1601,13.0
5236,652,-11152,0,1,1,0.0,-0.0933,53.0
1522A,260,340,1,0,1,100.0,0.0077,204.0
6684,677,-15677,0,1,1,0.0,-0.1234,5.0
2753,0,0,0,0,0,0.0,,
2348A,0,0,0,0,0,0.0,,
6790,0,0,0,0,0,0.0,,
6788,0,0,0,0,0,0.0,,
2947,0,0,0,0,0,0.0,,
4440,0,0,0,0,0,0.0,,
5222,1564,-10784,2,3,5,40.0,-0.008739999999999993,16.8
2881C,348,-648,0,1,1,0.0,-0.0109,37.0
6761,631,-10631,0,1,1,0.0,-0.092,32.0
6806,0,0,0,0,0,0.0,,
2945,0,0,0,0,0,0.0,,
6770,301,-4501,0,1,1,0.0,-0.0826,110.0
6792,561,-3461,0,1,1,0.0,-0.0353,1.0
4770,0,0,0,0,0,0.0,,
2883B,0,0,0,0,0,0.0,,
6691,0,0,0,0,0,0.0,,
3592,864,11566,2,0,2,100.0,0.08715,75.0
6719,0,0,0,0,0,0.0,,
2756,0,0,0,0,0,0.0,,
5244,370,1210,2,3,5,40.0,-0.012399999999999991,55.0
6693,0,0,0,0,0,0.0,,
8112A,0,0,0,0,0,0.0,,
8438,602,-7402,1,3,4,25.0,-0.0561,170.5
6829,0,0,0,0,0,0.0,,
4923,0,0,0,0,0,0.0,,
6763,0,0,0,0,0,0.0,,
4558,479,28751,3,1,4,75.0,0.43827499999999997,551.25
3349,0,0,0,0,0,0.0,,
6804,0,0,0,0,0,0.0,,
4768,0,0,0,0,0,0.0,,
6807,0,0,0,0,0,0.0,,
6721,0,0,0,0,0,0.0,,
6735,0,0,0,0,0,0.0,,
4583,0,0,0,0,0,0.0,,
6799,0,0,0,0,0,0.0,,
6585,332,-11532,0,1,1,0.0,-0.1767,126.0
5228,361,-8011,0,3,3,0.0,-0.1178,70.33333333333333
6546,244,-264,1,1,2,50.0,-0.005749999999999998,32.5
6796,0,0,0,0,0,0.0,,
6550,161,-8051,0,1,1,0.0,-0.2404,14.0
